longitude,latitude,air_temperature,wind_speed,precipitation,fish_caught
10.05,60.05,-4.2,8.647421814671425,3.1573596674265882,0
10.05,60.05,-4.5,1.7067077767587502,4.547773743945987,0
10.05,60.05,-4.0,6.024524124493244,0.07866565466373876,0
10.05,60.05,-5.2,4.586530023434002,9.377600457886718,0
10.05,60.05,-4.3,9.610486435016654,3.677946595255724,0
10.05,60.05,-4.5,8.21049079476608,1.1540537494618242,0
10.05,60.05,-4.7,2.2857427560315644,4.932904207120102,0
10.05,60.05,-4.8,0.0859067249652079,6.72037057868843,0
10.05,60.05,-5.5,9.136606799683442,5.462947480009335,0
10.05,60.05,-5.5,1.8658192365854809,1.9928870000470544,0
10.05,60.05,-5.4,7.956124606248803,5.683692197251667,0
10.05,60.05,-6.2,5.081539523449816,3.6014228562980675,0
10.05,60.05,-5.7,1.6103728752480029,6.440411722819937,0
10.05,60.05,-6.1,5.081345062766916,3.2815042147723226,0
10.05,60.05,-6.2,9.149591615677627,9.660665486794297,0
10.05,60.05,-5.8,8.256549041733985,4.755030313541539,0
10.05,60.05,-6.3,1.7215111236521885,9.736432538220495,0
10.05,60.05,-6.4,3.9873844507501843,8.020384381757962,0
10.05,60.05,-6.9,4.888349734146197,7.2542704034509375,0
10.05,60.05,-6.9,6.68296786979552,9.29164109293102,0
10.05,60.05,-6.8,4.430333347244182,6.096065699174506,0
10.05,60.05,-6.6,5.865759749394891,5.726775342374998,0
10.05,60.05,-7.1,2.9038545895601553,6.649820433401849,0
10.05,60.05,-7.1,9.810570904122844,0.6102924842377311,0
10.05,60.05,-6.5,7.043429826844118,7.97209422414868,0
10.05,60.05,-6.7,2.113337008641598,2.0728955341527477,0
10.05,60.05,-6.6,5.922990315220343,1.26024222877132,0
10.05,60.05,-7.0,2.5216290127443974,4.372948929485032,0
10.05,60.05,-6.5,5.528817183832753,7.861000638590053,0
10.05,60.05,-6.7,2.7046426252536526,7.445987412066895,0
10.05,60.05,-7.5,0.8825343183730705,7.121688555423161,0
10.05,60.05,-7.6,9.395290447349705,7.01552541639097,0
10.05,60.05,-7.6,8.172291364970654,2.439699847607163,0
10.05,60.05,-7.9,5.771557368816861,0.48105771784688445,0
10.05,60.05,-7.3,4.7348483310782346,5.620654466514807,0
10.05,60.05,-8.0,5.9803674139692475,0.1389862062861258,0
10.05,60.05,-7.9,3.9495817458198426,3.9791026259606452,0
10.05,60.05,-7.9,7.932593776711183,8.186031217233916,0
10.05,60.05,-7.1,4.9396143261858185,6.5032141892955835,0
10.05,60.05,-6.3,5.834957533437802,7.637792402170367,0
10.05,60.05,-6.3,7.264313968549466,0.938034515702838,0
10.05,60.05,-6.4,8.552840616887055,0.33208992996865416,0
10.05,60.05,-7.6,3.1842028198400207,8.045421719072872,0
10.05,60.05,-7.7,1.9980334394245036,4.614231988747056,0
10.05,60.05,-7.1,8.132267444457916,7.064715536859607,0
10.05,60.05,-8.2,7.967123644348168,3.021904776344302,0
10.05,60.05,-7.9,6.653385100136882,1.2060765494131576,0
10.05,60.05,-8.6,2.1406366423816126,2.7577691312139097,0
10.05,60.05,-8.6,4.367915138122502,9.612903959777581,0
10.05,60.05,-8.9,4.684422520399005,7.88093125329852,0
10.05,60.05,-9.2,6.543075325372999,0.04359382829467573,0
10.05,60.05,-9.7,5.838664443302916,8.858621844775062,0
10.05,60.05,-9.9,9.989877692537224,7.579598397600992,0
10.05,60.05,-9.7,7.658292647659998,3.209570714537774,0
10.05,60.05,-9.8,7.135292248451646,4.78766468827632,0
10.05,60.05,-9.6,0.9953123393457564,2.0659428514413936,0
10.05,60.05,-9.4,6.511889735648724,7.184026924704093,0
10.05,60.05,-9.3,5.69457518073483,1.1279981759171531,0
10.05,60.05,-9.6,1.153272027037624,3.1725963389366516,0
10.05,60.05,-9.6,3.6650541919717017,4.818945551335917,0
10.05,60.05,-9.5,1.3444479213761262,5.21795783689188,0
10.05,60.05,-8.3,2.444815674917616,8.603968855685869,0
10.05,60.05,-8.5,5.6045286948821404,1.3883585154974698,0
10.05,60.05,-7.8,6.1779234285338624,3.0162227129288532,0
10.05,60.05,-7.5,2.126398975739552,5.379904478270187,0
10.05,60.05,-7.0,8.691576352179407,0.0847559419446775,0
10.05,60.05,-7.3,5.487926323618602,0.6661665362533842,0
10.05,60.05,-7.4,7.588915907193381,6.212702858067873,0
10.05,60.05,-7.4,7.261207883339859,5.226768161928419,0
10.05,60.05,-7.2,6.495162861028735,1.6761535589613796,0
10.05,60.05,-7.3,5.669658374598984,0.1701213584023098,0
10.05,60.05,-7.4,0.9829105922383796,3.1364239802149596,0
10.05,60.05,-7.6,0.5662549700333352,8.198058907406047,0
10.05,60.05,-8.2,0.6657605602252514,2.839559533305205,0
10.05,60.05,-8.4,3.517517408935733,8.69137979435415,0
10.05,60.05,-8.5,7.3059644178241765,9.830526202013475,0
10.05,60.05,-8.6,9.874550978014513,2.6810616817737074,0
10.05,60.05,-9.0,7.837940161306745,3.1242119917655344,0
10.05,60.05,-9.5,1.1587664859086066,1.7570454181818496,0
10.05,60.05,-9.6,0.5525636570379,9.542262435961973,0
10.05,60.05,-9.8,2.5012547900963633,2.4789117949713377,0
10.05,60.05,-9.5,4.323814457690455,8.951226068285326,0
10.05,60.05,-10.0,3.7840774690109438,4.193607156558805,0
10.05,60.05,-9.4,3.320492688568828,9.617053927316764,0
10.05,60.05,-10.0,1.5283206401205807,1.2936845478101033,0
10.05,60.05,-10.2,7.531292818374563,9.437202297987476,0
10.05,60.05,-10.8,6.22898237063548,8.400084809267964,0
10.05,60.05,-10.8,7.026529161327602,5.4533458273644975,0
10.05,60.05,-11.1,6.289517323625017,2.077940345407301,0
10.05,60.05,-10.7,6.283164953685082,8.794778270373914,0
10.05,60.05,-10.6,3.1142031271377246,7.163595866633662,0
10.05,60.05,-11.0,3.770538709000909,3.3926849546159654,0
10.05,60.05,-11.0,0.892542235510535,4.632819594463492,0
10.05,60.05,-10.9,6.905964220550431,4.3560698937962075,0
10.05,60.05,-10.6,1.307613822319339,8.243602734629313,0
10.05,60.05,-10.9,4.7685366952573975,7.22969348187489,0
10.05,60.05,-11.9,2.3649948813997277,2.368153280070038,0
10.05,60.05,-11.8,8.796370765289517,8.205793141241987,0
10.05,60.05,-12.2,0.21445024590149742,1.1355789710339392,0
10.05,60.05,-12.1,7.938862178451123,1.582340962647848,0
10.05,60.05,-12.3,0.316435849277259,5.028489197538146,0
10.05,60.05,-11.7,9.390275392811077,0.24371589267685678,0
10.05,60.05,-12.3,1.7990801333102757,8.434911359294714,0
10.05,60.05,-12.2,8.17378652159937,7.839337942984629,0
10.05,60.05,-12.3,4.217801129669821,6.585425236332506,0
10.05,60.05,-12.6,7.384904882850515,0.1569349672213327,0
10.05,60.05,-12.0,4.225128314172094,4.685621247379659,0
10.05,60.05,-12.5,6.090257542606788,1.2833762951110184,0
10.05,60.05,-12.4,1.2511153156849264,4.868125103235382,0
10.05,60.05,-12.2,3.8900244528145542,3.0173176511006448,0
10.05,60.05,-12.3,7.127036295680631,1.9120687988015483,0
10.05,60.05,-12.3,1.2731519212542564,7.624431658467859,0
10.05,60.05,-12.4,3.2028269656850963,1.5845949090427347,0
10.05,60.05,-11.7,3.0215037770127093,1.5157251108444436,0
10.05,60.05,-11.6,9.87944875684353,7.4739581925756156,0
10.05,60.05,-11.8,8.093351743957,9.439545829436343,0
10.05,60.05,-11.7,6.879347256630353,3.811165861671518,0
10.05,60.05,-11.4,8.356503385822895,1.838200450990486,0
10.05,60.05,-10.9,5.80955128781766,9.270418554647721,0
10.05,60.05,-10.3,2.2581456821514245,2.496785227269135,0
10.05,60.05,-10.1,4.870601730363928,4.695995858274946,0
10.05,60.05,-10.2,6.704014520245343,1.8283241691958907,0
10.05,60.05,-9.8,6.155365408117596,5.842773237711716,0
10.05,60.05,-9.9,1.9233731811185006,6.768358500877209,0
10.05,60.05,-9.6,6.422277752383717,4.367387671693061,0
10.05,60.05,-9.7,9.866178749789766,3.280025204165943,0
10.05,60.05,-9.2,9.474762715414741,1.2160991049787107,0
10.05,60.05,-9.8,5.917246546545396,9.515911818818067,0
10.05,60.05,-9.4,9.922824945656162,3.601947034410564,0
10.05,60.05,-9.2,0.7459210007218153,6.653724153722824,0
10.05,60.05,-8.9,7.365704571139146,3.6292796926596793,0
10.05,60.05,-8.8,5.028312677751701,7.000066439689525,0
10.05,60.05,-8.8,4.321520628907675,5.777541750015192,0
10.05,60.05,-8.8,8.248167566564998,7.672699252682323,0
10.05,60.05,-8.8,1.839872455118302,0.1095069179501107,0
10.05,60.05,-8.7,5.059102935907615,5.005149313051431,0
10.05,60.05,-8.7,8.098526069940773,8.923803141270918,0
10.05,60.05,-8.7,3.781724742989452,9.069027448037788,0
10.05,60.05,-8.6,5.928713713398742,5.949463291005452,0
10.05,60.05,-8.6,8.516903273119498,8.271040461727747,0
10.05,60.05,-8.7,0.0052474090170240295,0.6174982713577493,0
10.05,60.05,-8.7,6.349976682267061,2.7308937113531084,0
10.05,60.05,-8.8,1.783497477797683,7.870411420595196,0
10.05,60.05,-8.9,6.531899545509906,9.35499674979388,0
10.05,60.05,-9.0,1.5932196095510731,7.980815165621289,0
10.05,60.05,-9.0,0.9024931898707966,8.002159397259298,0
10.05,60.05,-9.1,0.8943925937881447,8.071891317925742,0
10.05,60.05,-9.0,0.4660411357567473,4.57392817452156,0
10.05,60.05,-9.0,2.0432790168438633,7.038785123150735,0
10.05,60.05,-9.0,6.167990887686532,7.975997493909565,0
10.05,60.05,-9.0,8.569235700550076,8.823632999375793,0
10.05,60.05,-9.0,1.7510761135364084,8.03403723849052,0
10.05,60.05,-8.9,8.96847746503415,4.9158538296351475,0
10.05,60.05,-8.8,2.3510733104890305,1.1235918091754737,0
10.05,60.05,-8.8,2.848053028414151,8.230110451126917,0
10.05,60.05,-8.7,5.75169968189889,2.5263035344308737,0
10.05,60.05,-8.7,8.730554998324905,0.5601759935658401,0
10.05,60.05,-8.6,3.087111229921181,9.048927238976969,0
10.05,60.05,-8.6,1.1768634810432854,3.5147561318201137,0
10.05,60.05,-8.6,0.3922554149526081,8.452299131532342,0
10.05,60.05,-8.8,2.810218165932905,4.66435052225881,0
10.05,60.05,-8.9,0.04388655793216789,5.9265399898930005,0
10.05,60.05,-9.0,1.315627040451769,9.728591558843515,0
10.05,60.05,-9.0,9.035490555442149,6.540507327865258,0
10.05,60.05,-8.9,1.3563077937709322,1.0081215606839822,0
10.05,60.05,-8.9,6.933100077303104,2.103002450601136,0
10.05,60.05,-8.8,3.2863902689842606,0.2652659429805726,0
10.05,60.05,-8.8,7.926200471623092,8.509103236416223,0
10.05,60.05,-8.8,4.766438523995901,7.831063951473282,0
10.05,60.05,-8.9,8.93646041811367,3.2552333102373057,0
10.05,60.05,-9.0,1.3908949691198946,6.800513266435639,0
10.05,60.05,-8.8,2.4503032844335437,6.431484552760885,0
10.05,60.05,-8.8,8.11124535170222,4.254918569785598,0
10.05,60.05,-8.8,2.0564462700001673,4.325697157382357,0
10.05,60.05,-8.8,7.430757956431176,6.782876384390981,0
10.05,60.05,-8.7,2.3822677096066736,0.7080211778817092,0
10.05,60.05,-8.6,3.9542637507771037,7.699608010043608,0
10.05,60.05,-8.5,8.467296411023082,3.141683020765913,0
10.05,60.05,-8.4,2.956316949012161,1.2221702441593785,0
10.05,60.05,-8.3,0.9399040215324805,2.855709916414695,0
10.05,60.05,-8.5,0.06398262990639836,0.6582783983515461,0
10.05,60.05,-8.4,1.5094469334515448,5.968894534319494,0
10.05,60.05,-8.4,9.301705001071847,4.23274960423858,0
10.05,60.05,-8.4,5.348808132122463,2.1432938603693796,0
10.05,60.05,-8.3,4.474468851544854,2.2959398361684413,0
10.05,60.05,-8.2,9.878685969133794,2.5442166765483365,0
10.05,60.05,-8.2,8.733150610036502,6.910528695592561,0
10.05,60.05,-8.1,4.364350214703661,7.6549412525524385,0
10.05,60.05,-8.1,9.624510632819995,4.350484142555956,0
10.05,60.05,-8.1,5.040590054584335,5.545195620964572,0
10.05,60.05,-8.1,4.126907232912523,0.3443283388668894,0
10.05,60.05,-8.0,9.666156224110297,8.802127006794047,0
10.05,60.05,-8.0,9.692231888203697,4.637987703819414,0
10.05,60.05,-7.9,4.555385821500533,2.901140037430846,0
10.05,60.05,-7.9,5.160912540797701,2.9225244461477704,0
10.05,60.05,-7.8,9.30399290469776,6.3067941295501875,0
10.05,60.05,-7.9,1.5867410349216304,9.419528979206639,0
10.05,60.05,-8.1,4.3724846176363075,3.8262330297484546,0
10.05,60.05,-8.0,9.985050453857164,9.14052480240948,0
10.05,60.05,-8.1,5.118641065750601,5.450425036616949,0
10.05,60.05,-8.2,9.532956748836645,7.824689378856636,0
10.05,60.05,-8.5,8.39119154888012,0.713455046967918,0
10.05,60.05,-8.8,6.281350560534254,6.029574040784704,0
10.05,60.05,-8.6,7.909459261476997,0.5928959176406978,0
10.05,60.05,-8.5,8.718014255093793,2.9442344582876068,0
10.05,60.05,-8.4,4.824097843134108,0.776258245271928,0
10.05,60.05,-8.3,7.415854863429874,2.3801975637935646,0
10.05,60.05,-8.2,0.8226925348133207,4.069828404813046,0
10.05,60.05,-7.8,6.934850030845786,7.219040077641047,0
10.05,60.05,-7.6,5.19528528884464,2.0105642090274314,0
10.05,60.05,-7.3,5.659695252813712,1.9238637654433577,0
10.05,60.05,-7.2,1.7681214846905458,8.815338540896184,0
10.05,60.05,-6.9,9.985957617356133,8.159566101459845,0
10.05,60.05,-6.8,1.4973035386578815,3.3519818509272747,0
10.05,60.05,-6.7,9.359996912103492,3.624837896751939,0
10.05,60.05,-6.6,9.596123784424869,3.466918779733569,0
